step_number,step_start,step_start_monotonic,step_end,step_end_monotonic,first_frame_monotonic,last_frame_monotonic,last_frame_rtt,execution_time,step_duration,time_to_feedback,wait_time,frame_count
0,1714892542.045858,18515.533991557,1714892542.897405,18516.385538599,18515.534393515,18515.534393515,0.8511450839978352,0.0,0.851547041998856,0.851547041998856,0.0004019580010208301,1
1,1714892542.897405,18516.385538599,1714892550.091516,18523.579649644,18516.387043265,18523.056607144,0.5230425000008836,6.609198001162296,7.194111045002501,0.5849130438402046,0.06187054383917712,43
2,1714892550.091516,18523.579649644,1714892558.1968248,18531.684958356,18523.580466602,18531.170534606,0.5144237499989686,7.413578969701954,8.105308711998077,0.6917297422961237,0.17730599229616928,25
3,1714892558.1968248,18531.684958356,1714892561.657273,18535.145406691,18531.686032356,18534.686933482,0.45847320900065824,2.8180211458707394,3.4604483350012742,0.6424271891305349,0.18395398012944497,9
4,1714892561.657273,18535.145406691,1714892565.894455,18539.382588651,18535.147323941,18538.931197776,0.4513908749977418,3.7348293019187935,4.237181959997542,0.502352658078749,0.05096178307940136,12
5,1714892565.894455,18539.382588651,1714892569.4720743,18542.960207903,18539.383434151,18542.465458528,0.49474937500053784,2.9939409593057245,3.577619252002478,0.5836782926967534,0.08892891769573907,13
6,1714892569.4720743,18542.960207903,1714892571.745267,18545.23340057,18542.96105132,18544.773496403,0.4599041670007864,1.8094058132952464,2.2731926669985114,0.463786853703265,0.0038826867021271028,8
7,1714892571.745267,18545.23340057,1714892578.214884,18551.703017615,18545.23413957,18551.176886156,0.5261314589988615,5.889162989455311,6.469617045000632,0.5804540555453208,0.05432259654480731,26
8,1714892578.214884,18551.703017615,1714892585.5944014,18559.082534826,18551.704089531,18558.603828701,0.47870612499900744,6.764222613772851,7.379517211000348,0.6152945972274964,0.13658847222905024,21
9,1714892585.5944011,18559.082534826,1714892593.558201,18567.04633483,18559.083380826,18566.541061122,0.505273708000459,7.365731200898462,7.963800003999495,0.5980688031010333,0.09279509510088246,24
10,1714892593.558201,18567.04633483,1714892599.0004733,18572.488607041,18567.047070455,18571.997758458,0.4908485829982965,4.847615390431586,5.442272210999363,0.5946568205677769,0.10380823757077451,19
11,1714892599.0004735,18572.488607041,1714892602.8004467,18576.288580251,18572.489403291,18575.774259709,0.5143205419990409,3.2449812868362304,3.7999732099997345,0.5549919231635041,0.040671381164429476,14
12,1714892602.8004465,18576.288580251,1714892610.9892726,18584.477406338,18576.289384834,18584.022506088,0.4549002499989001,7.726523398836606,8.188826087000052,0.46230268816344644,0.007402438164717751,21
13,1714892610.9892726,18584.477406338,1714892614.6067443,18588.094878007,18584.47814263,18587.592814923,0.502063084000838,2.9838978579466557,3.617471669000224,0.6335738110535685,0.1315107270529552,13
14,1714892614.6067443,18588.094878007,1714892621.338669,18594.826802843,18588.095669798,18594.301073301,0.5257295419978618,6.147923223878118,6.731924835999962,0.5840016121218436,0.05827207012407598,28
15,1714892621.3386693,18594.826802843,1714892628.3903878,18601.878521222,18594.827764093,18601.385861638,0.49265958400064847,6.4442548191033024,7.051718378999794,0.6074635598964919,0.11480397589548375,28
16,1714892628.3903875,18601.878521222,1714892633.8774788,18607.365612557,18601.87928693,18606.890429348,0.4751832090005337,5.003937611220633,5.487091335002333,0.4831537237817001,0.00797051478002686,18
17,1714892633.8774788,18607.365612557,1714892639.5623858,18613.050519601,18607.366429848,18612.564402059,0.4861175420010113,5.152490235098559,5.684907044000283,0.5324168089017247,0.04629926690176944,21
18,1714892639.562386,18613.050519601,1714892647.2513237,18620.739457313,18613.05132456,18620.245542313,0.49391499999910593,7.138887250679622,7.688937711998733,0.5500504613191106,0.05613546132008196,25
19,1714892647.2513237,18620.739457313,1714892652.1935961,18625.681729774,18620.74025073,18625.082055065,0.5996747090030112,4.311399042259283,4.9422724610012665,0.6308734187419835,0.03119870973750949,13
20,1714892652.1935961,18625.681729774,1714892665.7303607,18639.218494321,18625.682435024,18638.725172613,0.4933217079997121,12.967537785941204,13.53676454699962,0.5692267610584167,0.07590505305779516,42
21,1714892665.7303607,18639.218494321,1714892671.0448635,18644.532997032,18639.219324238,18643.916964907,0.6160321250026755,4.295583842411038,5.314502711000387,1.0189188685893482,0.40288674358816934,15
