participant,abs_seq,start,end,duration,delay,block,block_seq,exec_time
134584,142,2019-11-14 18:39:34.810000+00:00,2019-11-14 18:39:41.568000+00:00,0 days 00:00:06.758000,0 days 00:00:01.125000,18,5,0 days 00:00:04.600000
134584,143,2019-11-14 18:39:41.568000+00:00,2019-11-14 18:39:46.078000+00:00,0 days 00:00:04.510000,0 days 00:00:01.125000,18,6,0 days 00:00:02.263000
134584,144,2019-11-14 18:39:46.078000+00:00,2019-11-14 18:39:50.585000+00:00,0 days 00:00:04.507000,0 days 00:00:01.125000,18,7,0 days 00:00:02.268000
134584,145,2019-11-14 18:39:50.585000+00:00,2019-11-14 18:39:58.467000+00:00,0 days 00:00:07.882000,0 days 00:00:02.700000,19,0,0 days 00:00:05.731000
134584,146,2019-11-14 18:39:58.467000+00:00,2019-11-14 18:40:06.605000+00:00,0 days 00:00:08.138000,0 days 00:00:02.700000,19,1,0 days 00:00:04.153000
134584,147,2019-11-14 18:40:06.605000+00:00,2019-11-14 18:40:17.446000+00:00,0 days 00:00:10.841000,0 days 00:00:02.700000,19,2,0 days 00:00:06.930000
134584,148,2019-11-14 18:40:17.446000+00:00,2019-11-14 18:40:28.280000+00:00,0 days 00:00:10.834000,0 days 00:00:02.700000,19,3,0 days 00:00:06.388000
134584,149,2019-11-14 18:40:28.280000+00:00,2019-11-14 18:40:36.422000+00:00,0 days 00:00:08.142000,0 days 00:00:02.700000,19,4,0 days 00:00:03.565000
134584,150,2019-11-14 18:40:36.422000+00:00,2019-11-14 18:40:47.259000+00:00,0 days 00:00:10.837000,0 days 00:00:02.700000,19,5,0 days 00:00:07.089000
134584,151,2019-11-14 18:40:47.259000+00:00,2019-11-14 18:40:52.698000+00:00,0 days 00:00:05.439000,0 days 00:00:02.700000,19,6,0 days 00:00:00.538000
134584,152,2019-11-14 18:40:52.698000+00:00,2019-11-14 18:41:00.807000+00:00,0 days 00:00:08.109000,0 days 00:00:02.700000,19,7,0 days 00:00:02.766000
134584,153,2019-11-14 18:41:00.807000+00:00,2019-11-14 18:41:11.648000+00:00,0 days 00:00:10.841000,0 days 00:00:03,20,0,0 days 00:00:06.253000
134584,154,2019-11-14 18:41:11.648000+00:00,2019-11-14 18:41:23.687000+00:00,0 days 00:00:12.039000,0 days 00:00:03,20,1,0 days 00:00:07.451000
134584,155,2019-11-14 18:41:23.687000+00:00,2019-11-14 18:41:35.728000+00:00,0 days 00:00:12.041000,0 days 00:00:03,20,2,0 days 00:00:06.976000
134584,156,2019-11-14 18:41:35.728000+00:00,2019-11-14 18:41:44.764000+00:00,0 days 00:00:09.036000,0 days 00:00:03,20,3,0 days 00:00:03.265000
134584,157,2019-11-14 18:41:44.764000+00:00,2019-11-14 18:41:53.803000+00:00,0 days 00:00:09.039000,0 days 00:00:03,20,4,0 days 00:00:03.939000
134584,158,2019-11-14 18:41:53.803000+00:00,2019-11-14 18:41:59.839000+00:00,0 days 00:00:06.036000,0 days 00:00:03,20,5,0 days 00:00:00.735000
134584,159,2019-11-14 18:41:59.839000+00:00,2019-11-14 18:42:11.851000+00:00,0 days 00:00:12.012000,0 days 00:00:03,20,6,0 days 00:00:06.701000
134584,160,2019-11-14 18:42:11.851000+00:00,2019-11-14 18:42:23.892000+00:00,0 days 00:00:12.041000,0 days 00:00:03,20,7,0 days 00:00:06.574000
134584,161,2019-11-14 18:42:23.892000+00:00,2019-11-14 18:42:32.928000+00:00,0 days 00:00:09.036000,0 days 00:00:03,20,8,0 days 00:00:04.913000
134584,162,2019-11-14 18:42:32.928000+00:00,2019-11-14 18:42:41.963000+00:00,0 days 00:00:09.035000,0 days 00:00:03,20,9,0 days 00:00:04.210000
134584,163,2019-11-14 18:42:41.963000+00:00,2019-11-14 18:42:51.004000+00:00,0 days 00:00:09.041000,0 days 00:00:03,20,10,0 days 00:00:03.544000
134584,164,2019-11-14 18:42:51.004000+00:00,2019-11-14 18:43:01.059000+00:00,0 days 00:00:10.055000,0 days 00:00:03,20,11,0 days 00:00:04.170000
134584,165,2019-11-14 18:43:01.059000+00:00,2019-11-14 18:43:10.096000+00:00,0 days 00:00:09.037000,0 days 00:00:02.175000,21,0,0 days 00:00:04.001000
134584,166,2019-11-14 18:43:10.096000+00:00,2019-11-14 18:43:16.660000+00:00,0 days 00:00:06.564000,0 days 00:00:02.175000,21,1,0 days 00:00:02.543000
134584,167,2019-11-14 18:43:16.660000+00:00,2019-11-14 18:43:23.192000+00:00,0 days 00:00:06.532000,0 days 00:00:02.175000,21,2,0 days 00:00:02.802000
134584,168,2019-11-14 18:43:23.192000+00:00,2019-11-14 18:43:29.724000+00:00,0 days 00:00:06.532000,0 days 00:00:02.175000,21,3,0 days 00:00:02.592000
134614,0,2019-11-20 16:31:09.967000+00:00,2019-11-20 16:31:14.287000+00:00,0 days 00:00:04.320000,0 days 00:00:00,0,0,0 days 00:00:03.565000
134614,1,2019-11-20 16:31:14.287000+00:00,2019-11-20 16:31:20.096000+00:00,0 days 00:00:05.809000,0 days 00:00:03,1,0,0 days 00:00:04.629000
134614,2,2019-11-20 16:31:20.096000+00:00,2019-11-20 16:31:29.104000+00:00,0 days 00:00:09.008000,0 days 00:00:03,1,1,0 days 00:00:04.149000
134614,3,2019-11-20 16:31:29.104000+00:00,2019-11-20 16:31:38.140000+00:00,0 days 00:00:09.036000,0 days 00:00:03,1,2,0 days 00:00:04.062000
134614,4,2019-11-20 16:31:38.140000+00:00,2019-11-20 16:31:47.173000+00:00,0 days 00:00:09.033000,0 days 00:00:03,1,3,0 days 00:00:03.682000
134614,5,2019-11-20 16:31:47.173000+00:00,2019-11-20 16:31:59.213000+00:00,0 days 00:00:12.040000,0 days 00:00:01.650000,2,0,0 days 00:00:06.847000
134614,6,2019-11-20 16:31:59.213000+00:00,2019-11-20 16:32:09.151000+00:00,0 days 00:00:09.938000,0 days 00:00:01.650000,2,1,0 days 00:00:07.207000
134614,7,2019-11-20 16:32:09.151000+00:00,2019-11-20 16:32:15.793000+00:00,0 days 00:00:06.642000,0 days 00:00:01.650000,2,2,0 days 00:00:03.838000
134614,8,2019-11-20 16:32:15.793000+00:00,2019-11-20 16:32:20.751000+00:00,0 days 00:00:04.958000,0 days 00:00:01.650000,2,3,0 days 00:00:01.774000
134614,9,2019-11-20 16:32:20.751000+00:00,2019-11-20 16:32:29.013000+00:00,0 days 00:00:08.262000,0 days 00:00:02.175000,3,0,0 days 00:00:05.119000
134614,10,2019-11-20 16:32:29.013000+00:00,2019-11-20 16:32:37.748000+00:00,0 days 00:00:08.735000,0 days 00:00:02.175000,3,1,0 days 00:00:04.804000
134614,11,2019-11-20 16:32:37.748000+00:00,2019-11-20 16:32:46.484000+00:00,0 days 00:00:08.736000,0 days 00:00:02.175000,3,2,0 days 00:00:05.342000
134614,12,2019-11-20 16:32:46.484000+00:00,2019-11-20 16:32:53.044000+00:00,0 days 00:00:06.560000,0 days 00:00:02.175000,3,3,0 days 00:00:02.513000
134614,13,2019-11-20 16:32:53.044000+00:00,2019-11-20 16:33:01.752000+00:00,0 days 00:00:08.708000,0 days 00:00:02.175000,3,4,0 days 00:00:04.975000
134614,14,2019-11-20 16:33:01.752000+00:00,2019-11-20 16:33:10.489000+00:00,0 days 00:00:08.737000,0 days 00:00:02.175000,3,5,0 days 00:00:04.877000
134614,15,2019-11-20 16:33:10.489000+00:00,2019-11-20 16:33:19.224000+00:00,0 days 00:00:08.735000,0 days 00:00:02.175000,3,6,0 days 00:00:05.125000
134614,16,2019-11-20 16:33:19.224000+00:00,2019-11-20 16:33:25.784000+00:00,0 days 00:00:06.560000,0 days 00:00:02.175000,3,7,0 days 00:00:02.236000
134614,17,2019-11-20 16:33:25.784000+00:00,2019-11-20 16:33:32.320000+00:00,0 days 00:00:06.536000,0 days 00:00:02.175000,3,8,0 days 00:00:02.730000
134614,18,2019-11-20 16:33:32.320000+00:00,2019-11-20 16:33:38.852000+00:00,0 days 00:00:06.532000,0 days 00:00:02.175000,3,9,0 days 00:00:03.347000
134614,19,2019-11-20 16:33:38.852000+00:00,2019-11-20 16:33:45.384000+00:00,0 days 00:00:06.532000,0 days 00:00:02.175000,3,10,0 days 00:00:03.040000
134614,20,2019-11-20 16:33:45.384000+00:00,2019-11-20 16:33:51.918000+00:00,0 days 00:00:06.534000,0 days 00:00:02.175000,3,11,0 days 00:00:03.217000
134614,21,2019-11-20 16:33:51.918000+00:00,2019-11-20 16:34:00.628000+00:00,0 days 00:00:08.710000,0 days 00:00:01.650000,4,0,0 days 00:00:05.287000
134614,22,2019-11-20 16:34:00.628000+00:00,2019-11-20 16:34:08.914000+00:00,0 days 00:00:08.286000,0 days 00:00:01.650000,4,1,0 days 00:00:05.557000
134614,23,2019-11-20 16:34:08.914000+00:00,2019-11-20 16:34:15.550000+00:00,0 days 00:00:06.636000,0 days 00:00:01.650000,4,2,0 days 00:00:03.807000
134614,24,2019-11-20 16:34:15.550000+00:00,2019-11-20 16:34:20.506000+00:00,0 days 00:00:04.956000,0 days 00:00:01.650000,4,3,0 days 00:00:01.801000
134614,25,2019-11-20 16:34:20.506000+00:00,2019-11-20 16:34:28.767000+00:00,0 days 00:00:08.261000,0 days 00:00:01.650000,4,4,0 days 00:00:05.144000
134614,26,2019-11-20 16:34:28.767000+00:00,2019-11-20 16:34:35.402000+00:00,0 days 00:00:06.635000,0 days 00:00:01.650000,4,5,0 days 00:00:03.383000
134614,27,2019-11-20 16:34:35.402000+00:00,2019-11-20 16:34:45.314000+00:00,0 days 00:00:09.912000,0 days 00:00:01.650000,4,6,0 days 00:00:06.731000
134614,28,2019-11-20 16:34:45.314000+00:00,2019-11-20 16:34:53.601000+00:00,0 days 00:00:08.287000,0 days 00:00:01.650000,4,7,0 days 00:00:05.268000
134614,29,2019-11-20 16:34:53.601000+00:00,2019-11-20 16:34:58.593000+00:00,0 days 00:00:04.992000,0 days 00:00:01.650000,4,8,0 days 00:00:02.069000
134614,30,2019-11-20 16:34:58.593000+00:00,2019-11-20 16:35:05.202000+00:00,0 days 00:00:06.609000,0 days 00:00:01.650000,4,9,0 days 00:00:03.570000
134614,31,2019-11-20 16:35:05.202000+00:00,2019-11-20 16:35:11.813000+00:00,0 days 00:00:06.611000,0 days 00:00:01.650000,4,10,0 days 00:00:03.831000
134614,32,2019-11-20 16:35:11.813000+00:00,2019-11-20 16:35:18.421000+00:00,0 days 00:00:06.608000,0 days 00:00:01.650000,4,11,0 days 00:00:03.341000
134614,33,2019-11-20 16:35:18.421000+00:00,2019-11-20 16:35:26.682000+00:00,0 days 00:00:08.261000,0 days 00:00:01.125000,5,0,0 days 00:00:05.379000
134614,34,2019-11-20 16:35:26.682000+00:00,2019-11-20 16:35:33.471000+00:00,0 days 00:00:06.789000,0 days 00:00:01.125000,5,1,0 days 00:00:04.658000
134614,35,2019-11-20 16:35:33.471000+00:00,2019-11-20 16:35:41.356000+00:00,0 days 00:00:07.885000,0 days 00:00:01.125000,5,2,0 days 00:00:05.745000
134614,36,2019-11-20 16:35:41.356000+00:00,2019-11-20 16:35:48.141000+00:00,0 days 00:00:06.785000,0 days 00:00:01.125000,5,3,0 days 00:00:04.611000
134614,37,2019-11-20 16:35:48.141000+00:00,2019-11-20 16:35:53.777000+00:00,0 days 00:00:05.636000,0 days 00:00:01.125000,5,4,0 days 00:00:03.481000
134614,38,2019-11-20 16:35:53.777000+00:00,2019-11-20 16:36:00.536000+00:00,0 days 00:00:06.759000,0 days 00:00:01.125000,5,5,0 days 00:00:04.571000
134614,39,2019-11-20 16:36:00.536000+00:00,2019-11-20 16:36:06.170000+00:00,0 days 00:00:05.634000,0 days 00:00:01.125000,5,6,0 days 00:00:03.417000
134614,40,2019-11-20 16:36:06.170000+00:00,2019-11-20 16:36:10.678000+00:00,0 days 00:00:04.508000,0 days 00:00:01.125000,5,7,0 days 00:00:02.265000
134614,41,2019-11-20 16:36:10.678000+00:00,2019-11-20 16:36:15.185000+00:00,0 days 00:00:04.507000,0 days 00:00:01.125000,5,8,0 days 00:00:02.268000
134614,42,2019-11-20 16:36:15.185000+00:00,2019-11-20 16:36:20.816000+00:00,0 days 00:00:05.631000,0 days 00:00:01.125000,5,9,0 days 00:00:03.416000
134614,43,2019-11-20 16:36:20.816000+00:00,2019-11-20 16:36:25.322000+00:00,0 days 00:00:04.506000,0 days 00:00:01.125000,5,10,0 days 00:00:02.325000
134614,44,2019-11-20 16:36:25.322000+00:00,2019-11-20 16:36:29.829000+00:00,0 days 00:00:04.507000,0 days 00:00:01.125000,5,11,0 days 00:00:02.301000
134614,45,2019-11-20 16:36:29.829000+00:00,2019-11-20 16:36:39.968000+00:00,0 days 00:00:10.139000,0 days 00:00:02.175000,6,0,0 days 00:00:07.965000
134614,46,2019-11-20 16:36:39.968000+00:00,2019-11-20 16:36:53.056000+00:00,0 days 00:00:13.088000,0 days 00:00:02.175000,6,1,0 days 00:00:09.608000
134614,47,2019-11-20 16:36:53.056000+00:00,2019-11-20 16:37:01.800000+00:00,0 days 00:00:08.744000,0 days 00:00:02.175000,6,2,0 days 00:00:05.336000
134614,48,2019-11-20 16:37:01.800000+00:00,2019-11-20 16:37:10.548000+00:00,0 days 00:00:08.748000,0 days 00:00:02.175000,6,3,0 days 00:00:05.028000
134614,49,2019-11-20 16:37:10.548000+00:00,2019-11-20 16:37:19.284000+00:00,0 days 00:00:08.736000,0 days 00:00:02.175000,6,4,0 days 00:00:05.354000
134614,50,2019-11-20 16:37:19.284000+00:00,2019-11-20 16:37:25.848000+00:00,0 days 00:00:06.564000,0 days 00:00:02.175000,6,5,0 days 00:00:02.316000
134614,51,2019-11-20 16:37:25.848000+00:00,2019-11-20 16:37:34.556000+00:00,0 days 00:00:08.708000,0 days 00:00:02.175000,6,6,0 days 00:00:05.223000
134614,52,2019-11-20 16:37:34.556000+00:00,2019-11-20 16:37:41.124000+00:00,0 days 00:00:06.568000,0 days 00:00:02.175000,6,7,0 days 00:00:02.846000
134614,53,2019-11-20 16:37:41.124000+00:00,2019-11-20 16:37:52.008000+00:00,0 days 00:00:10.884000,0 days 00:00:00.600000,7,0,0 days 00:00:06.903000
134614,54,2019-11-20 16:37:52.008000+00:00,2019-11-20 16:37:56.849000+00:00,0 days 00:00:04.841000,0 days 00:00:00.600000,7,1,0 days 00:00:03.333000
134614,55,2019-11-20 16:37:56.849000+00:00,2019-11-20 16:38:05.859000+00:00,0 days 00:00:09.010000,0 days 00:00:00.600000,7,2,0 days 00:00:07.689000
134614,56,2019-11-20 16:38:05.859000+00:00,2019-11-20 16:38:13.697000+00:00,0 days 00:00:07.838000,0 days 00:00:00.600000,7,3,0 days 00:00:06.434000
134614,57,2019-11-20 16:38:13.697000+00:00,2019-11-20 16:38:23.935000+00:00,0 days 00:00:10.238000,0 days 00:00:00.600000,7,4,0 days 00:00:08.987000
134614,58,2019-11-20 16:38:23.935000+00:00,2019-11-20 16:38:29.783000+00:00,0 days 00:00:05.848000,0 days 00:00:00.600000,7,5,0 days 00:00:04.397000
134614,59,2019-11-20 16:38:29.783000+00:00,2019-11-20 16:38:35.792000+00:00,0 days 00:00:06.009000,0 days 00:00:00.600000,7,6,0 days 00:00:04.704000
134614,60,2019-11-20 16:38:35.792000+00:00,2019-11-20 16:38:40.599000+00:00,0 days 00:00:04.807000,0 days 00:00:00.600000,7,7,0 days 00:00:03.243000
134614,61,2019-11-20 16:38:40.599000+00:00,2019-11-20 16:38:46.608000+00:00,0 days 00:00:06.009000,0 days 00:00:03,8,0,0 days 00:00:04.576000
134614,62,2019-11-20 16:38:46.608000+00:00,2019-11-20 16:38:58.620000+00:00,0 days 00:00:12.012000,0 days 00:00:03,8,1,0 days 00:00:07.070000
134614,63,2019-11-20 16:38:58.620000+00:00,2019-11-20 16:39:10.660000+00:00,0 days 00:00:12.040000,0 days 00:00:03,8,2,0 days 00:00:06.818000
134614,64,2019-11-20 16:39:10.660000+00:00,2019-11-20 16:39:19.695000+00:00,0 days 00:00:09.035000,0 days 00:00:03,8,3,0 days 00:00:04.746000
134614,65,2019-11-20 16:39:19.695000+00:00,2019-11-20 16:39:28.730000+00:00,0 days 00:00:09.035000,0 days 00:00:03,8,4,0 days 00:00:03.155000
134614,66,2019-11-20 16:39:28.730000+00:00,2019-11-20 16:39:37.764000+00:00,0 days 00:00:09.034000,0 days 00:00:03,8,5,0 days 00:00:03.716000
134614,67,2019-11-20 16:39:37.764000+00:00,2019-11-20 16:39:46.800000+00:00,0 days 00:00:09.036000,0 days 00:00:03,8,6,0 days 00:00:04.030000
134614,68,2019-11-20 16:39:46.800000+00:00,2019-11-20 16:39:55.844000+00:00,0 days 00:00:09.044000,0 days 00:00:03,8,7,0 days 00:00:03.192000
134614,69,2019-11-20 16:39:55.844000+00:00,2019-11-20 16:40:04.880000+00:00,0 days 00:00:09.036000,0 days 00:00:02.700000,9,0,0 days 00:00:03.500000
134614,70,2019-11-20 16:40:04.880000+00:00,2019-11-20 16:40:13.016000+00:00,0 days 00:00:08.136000,0 days 00:00:02.700000,9,1,0 days 00:00:04.114000
134614,71,2019-11-20 16:40:13.016000+00:00,2019-11-20 16:40:21.155000+00:00,0 days 00:00:08.139000,0 days 00:00:02.700000,9,2,0 days 00:00:04.422000
134614,72,2019-11-20 16:40:21.155000+00:00,2019-11-20 16:40:29.292000+00:00,0 days 00:00:08.137000,0 days 00:00:02.700000,9,3,0 days 00:00:04.154000
134614,73,2019-11-20 16:40:29.292000+00:00,2019-11-20 16:40:42.833000+00:00,0 days 00:00:13.541000,0 days 00:00:02.700000,9,4,0 days 00:00:09.655000
134614,74,2019-11-20 16:40:42.833000+00:00,2019-11-20 16:40:53.668000+00:00,0 days 00:00:10.835000,0 days 00:00:02.700000,9,5,0 days 00:00:06.165000
134614,75,2019-11-20 16:40:53.668000+00:00,2019-11-20 16:41:04.507000+00:00,0 days 00:00:10.839000,0 days 00:00:02.700000,9,6,0 days 00:00:05.905000
134614,76,2019-11-20 16:41:04.507000+00:00,2019-11-20 16:41:12.643000+00:00,0 days 00:00:08.136000,0 days 00:00:02.700000,9,7,0 days 00:00:04.293000
134614,77,2019-11-20 16:41:12.643000+00:00,2019-11-20 16:41:20.784000+00:00,0 days 00:00:08.141000,0 days 00:00:02.700000,9,8,0 days 00:00:03.253000
134614,78,2019-11-20 16:41:20.784000+00:00,2019-11-20 16:41:31.620000+00:00,0 days 00:00:10.836000,0 days 00:00:02.700000,9,9,0 days 00:00:06.879000
134614,79,2019-11-20 16:41:31.620000+00:00,2019-11-20 16:41:39.758000+00:00,0 days 00:00:08.138000,0 days 00:00:02.700000,9,10,0 days 00:00:03.004000
134614,80,2019-11-20 16:41:39.758000+00:00,2019-11-20 16:41:47.895000+00:00,0 days 00:00:08.137000,0 days 00:00:02.700000,9,11,0 days 00:00:03.552000
134614,81,2019-11-20 16:41:47.895000+00:00,2019-11-20 16:41:58.730000+00:00,0 days 00:00:10.835000,0 days 00:00:00.600000,10,0,0 days 00:00:06.740000
134614,82,2019-11-20 16:41:58.730000+00:00,2019-11-20 16:42:03.574000+00:00,0 days 00:00:04.844000,0 days 00:00:00.600000,10,1,0 days 00:00:03.617000
134614,83,2019-11-20 16:42:03.574000+00:00,2019-11-20 16:42:10.783000+00:00,0 days 00:00:07.209000,0 days 00:00:00.600000,10,2,0 days 00:00:05.831000
134614,84,2019-11-20 16:42:10.783000+00:00,2019-11-20 16:42:18.595000+00:00,0 days 00:00:07.812000,0 days 00:00:00.600000,10,3,0 days 00:00:06.597000
134614,85,2019-11-20 16:42:18.595000+00:00,2019-11-20 16:42:24.916000+00:00,0 days 00:00:06.321000,0 days 00:00:00.600000,10,4,0 days 00:00:04.794000
134614,86,2019-11-20 16:42:24.916000+00:00,2019-11-20 16:42:32.127000+00:00,0 days 00:00:07.211000,0 days 00:00:00.600000,10,5,0 days 00:00:05.711000
134614,87,2019-11-20 16:42:32.127000+00:00,2019-11-20 16:42:38.737000+00:00,0 days 00:00:06.610000,0 days 00:00:00.600000,10,6,0 days 00:00:05.277000
134614,88,2019-11-20 16:42:38.737000+00:00,2019-11-20 16:42:49.554000+00:00,0 days 00:00:10.817000,0 days 00:00:00.600000,10,7,0 days 00:00:09.457000
134614,89,2019-11-20 16:42:49.554000+00:00,2019-11-20 16:42:54.389000+00:00,0 days 00:00:04.835000,0 days 00:00:00.600000,10,8,0 days 00:00:03.390000
134614,90,2019-11-20 16:42:54.389000+00:00,2019-11-20 16:42:59.196000+00:00,0 days 00:00:04.807000,0 days 00:00:00.600000,10,9,0 days 00:00:03.582000
134614,91,2019-11-20 16:42:59.196000+00:00,2019-11-20 16:43:05.206000+00:00,0 days 00:00:06.010000,0 days 00:00:00.600000,10,10,0 days 00:00:04.523000
134614,92,2019-11-20 16:43:05.206000+00:00,2019-11-20 16:43:10.613000+00:00,0 days 00:00:05.407000,0 days 00:00:00.600000,10,11,0 days 00:00:04.052000
134614,93,2019-11-20 16:43:10.613000+00:00,2019-11-20 16:43:19.025000+00:00,0 days 00:00:08.412000,0 days 00:00:00,11,0,0 days 00:00:07.013000
134614,94,2019-11-20 16:43:19.025000+00:00,2019-11-20 16:43:25.420000+00:00,0 days 00:00:06.395000,0 days 00:00:00,11,1,0 days 00:00:05.691000
134614,95,2019-11-20 16:43:25.420000+00:00,2019-11-20 16:43:31.363000+00:00,0 days 00:00:05.943000,0 days 00:00:00,11,2,0 days 00:00:04.731000
134614,96,2019-11-20 16:43:31.363000+00:00,2019-11-20 16:43:37.080000+00:00,0 days 00:00:05.717000,0 days 00:00:00,11,3,0 days 00:00:04.398000
134614,97,2019-11-20 16:43:37.080000+00:00,2019-11-20 16:43:43.165000+00:00,0 days 00:00:06.085000,0 days 00:00:01.650000,12,0,0 days 00:00:05.457000
134614,98,2019-11-20 16:43:43.165000+00:00,2019-11-20 16:43:49.773000+00:00,0 days 00:00:06.608000,0 days 00:00:01.650000,12,1,0 days 00:00:03.598000
134614,99,2019-11-20 16:43:49.773000+00:00,2019-11-20 16:44:17.886000+00:00,0 days 00:00:28.113000,0 days 00:00:01.650000,12,2,0 days 00:00:25.213000
134614,100,2019-11-20 16:44:17.886000+00:00,2019-11-20 16:44:26.172000+00:00,0 days 00:00:08.286000,0 days 00:00:01.650000,12,3,0 days 00:00:05.137000
134614,101,2019-11-20 16:44:26.172000+00:00,2019-11-20 16:44:32.807000+00:00,0 days 00:00:06.635000,0 days 00:00:01.650000,12,4,0 days 00:00:03.515000
134614,102,2019-11-20 16:44:32.807000+00:00,2019-11-20 16:44:39.417000+00:00,0 days 00:00:06.610000,0 days 00:00:01.650000,12,5,0 days 00:00:03.405000
134614,103,2019-11-20 16:44:39.417000+00:00,2019-11-20 16:44:46.026000+00:00,0 days 00:00:06.609000,0 days 00:00:01.650000,12,6,0 days 00:00:03.900000
134614,104,2019-11-20 16:44:46.026000+00:00,2019-11-20 16:44:52.634000+00:00,0 days 00:00:06.608000,0 days 00:00:01.650000,12,7,0 days 00:00:03.442000
134614,105,2019-11-20 16:44:52.634000+00:00,2019-11-20 16:45:02.544000+00:00,0 days 00:00:09.910000,0 days 00:00:01.125000,13,0,0 days 00:00:07.248000
134614,106,2019-11-20 16:45:02.544000+00:00,2019-11-20 16:45:09.330000+00:00,0 days 00:00:06.786000,0 days 00:00:01.125000,13,1,0 days 00:00:04.547000
134614,107,2019-11-20 16:45:09.330000+00:00,2019-11-20 16:45:16.089000+00:00,0 days 00:00:06.759000,0 days 00:00:01.125000,13,2,0 days 00:00:04.627000
134614,108,2019-11-20 16:45:16.089000+00:00,2019-11-20 16:45:21.724000+00:00,0 days 00:00:05.635000,0 days 00:00:01.125000,13,3,0 days 00:00:03.507000
134614,109,2019-11-20 16:45:21.724000+00:00,2019-11-20 16:45:28.483000+00:00,0 days 00:00:06.759000,0 days 00:00:01.125000,14,0,0 days 00:00:04.596000
134614,110,2019-11-20 16:45:28.483000+00:00,2019-11-20 16:45:38.622000+00:00,0 days 00:00:10.139000,0 days 00:00:01.125000,14,1,0 days 00:00:07.927000
134614,111,2019-11-20 16:45:38.622000+00:00,2019-11-20 16:45:46.537000+00:00,0 days 00:00:07.915000,0 days 00:00:01.125000,14,2,0 days 00:00:05.702000
134614,112,2019-11-20 16:45:46.537000+00:00,2019-11-20 16:45:55.582000+00:00,0 days 00:00:09.045000,0 days 00:00:01.125000,14,3,0 days 00:00:06.860000
134614,113,2019-11-20 16:45:55.582000+00:00,2019-11-20 16:46:01.240000+00:00,0 days 00:00:05.658000,0 days 00:00:01.125000,14,4,0 days 00:00:03.434000
134614,114,2019-11-20 16:46:01.240000+00:00,2019-11-20 16:46:06.872000+00:00,0 days 00:00:05.632000,0 days 00:00:01.125000,14,5,0 days 00:00:03.484000
134614,115,2019-11-20 16:46:06.872000+00:00,2019-11-20 16:46:12.504000+00:00,0 days 00:00:05.632000,0 days 00:00:01.125000,14,6,0 days 00:00:03.411000
134614,116,2019-11-20 16:46:12.504000+00:00,2019-11-20 16:46:17.011000+00:00,0 days 00:00:04.507000,0 days 00:00:01.125000,14,7,0 days 00:00:02.269000
134614,117,2019-11-20 16:46:17.011000+00:00,2019-11-20 16:46:23.770000+00:00,0 days 00:00:06.759000,0 days 00:00:02.700000,15,0,0 days 00:00:04.523000
134614,118,2019-11-20 16:46:23.770000+00:00,2019-11-20 16:46:31.879000+00:00,0 days 00:00:08.109000,0 days 00:00:02.700000,15,1,0 days 00:00:02.920000
134614,119,2019-11-20 16:46:31.879000+00:00,2019-11-20 16:46:42.727000+00:00,0 days 00:00:10.848000,0 days 00:00:02.700000,15,2,0 days 00:00:06.122000
134614,120,2019-11-20 16:46:42.727000+00:00,2019-11-20 16:46:53.566000+00:00,0 days 00:00:10.839000,0 days 00:00:02.700000,15,3,0 days 00:00:06.054000
134614,121,2019-11-20 16:46:53.566000+00:00,2019-11-20 16:47:01.706000+00:00,0 days 00:00:08.140000,0 days 00:00:02.700000,15,4,0 days 00:00:04.098000
134614,122,2019-11-20 16:47:01.706000+00:00,2019-11-20 16:47:12.540000+00:00,0 days 00:00:10.834000,0 days 00:00:02.700000,15,5,0 days 00:00:05.575000
134614,123,2019-11-20 16:47:12.540000+00:00,2019-11-20 16:47:23.382000+00:00,0 days 00:00:10.842000,0 days 00:00:02.700000,15,6,0 days 00:00:06.717000
134614,124,2019-11-20 16:47:23.382000+00:00,2019-11-20 16:47:31.520000+00:00,0 days 00:00:08.138000,0 days 00:00:02.700000,15,7,0 days 00:00:03.876000
134614,125,2019-11-20 16:47:31.520000+00:00,2019-11-20 16:47:39.662000+00:00,0 days 00:00:08.142000,0 days 00:00:03,16,0,0 days 00:00:02.862000
134614,126,2019-11-20 16:47:39.662000+00:00,2019-11-20 16:47:48.701000+00:00,0 days 00:00:09.039000,0 days 00:00:03,16,1,0 days 00:00:04.282000
134614,127,2019-11-20 16:47:48.701000+00:00,2019-11-20 16:48:00.746000+00:00,0 days 00:00:12.045000,0 days 00:00:03,16,2,0 days 00:00:06.066000
134614,128,2019-11-20 16:48:00.746000+00:00,2019-11-20 16:48:15.783000+00:00,0 days 00:00:15.037000,0 days 00:00:03,16,3,0 days 00:00:09.126000
134614,129,2019-11-20 16:48:15.783000+00:00,2019-11-20 16:48:27.825000+00:00,0 days 00:00:12.042000,0 days 00:00:03,16,4,0 days 00:00:06.161000
134614,130,2019-11-20 16:48:27.825000+00:00,2019-11-20 16:48:36.860000+00:00,0 days 00:00:09.035000,0 days 00:00:03,16,5,0 days 00:00:04.414000
134614,131,2019-11-20 16:48:36.860000+00:00,2019-11-20 16:48:48.896000+00:00,0 days 00:00:12.036000,0 days 00:00:03,16,6,0 days 00:00:06.676000
134614,132,2019-11-20 16:48:48.896000+00:00,2019-11-20 16:48:57.936000+00:00,0 days 00:00:09.040000,0 days 00:00:03,16,7,0 days 00:00:04.540000
