seq,received,received_monotonic,processed,processed_monotonic,processing_time,result,extra_delay
1,1716034925.4605193,304727.425192543,1716034925.5250995,304727.489774335,0.06458179198671132,FrameResult.SUCCESS,0.0
2,1716034925.7744238,304727.739097335,1716034925.8323052,304727.796979543,0.05788220796966925,FrameResult.NO_CHANGE,0.0
3,1716034926.0916312,304728.056300377,1716034926.0988903,304728.063564168,0.007263790990691632,FrameResult.CV_ERROR,0.0
4,1716034926.3152606,304728.279933835,1716034926.386942,304728.351616585,0.07168275001458824,FrameResult.NO_CHANGE,0.0
5,1716034926.6911452,304728.65581871,1716034926.6983075,304728.662981169,0.007162459020037204,FrameResult.CV_ERROR,0.0
6,1716034926.9821167,304728.946788544,1716034926.990548,304728.955221836,0.008433291979599744,FrameResult.CV_ERROR,0.0
7,1716034927.2044756,304729.169149294,1716034927.2505264,304729.215201377,0.0460520830238238,FrameResult.NO_CHANGE,0.0
8,1716034927.4919195,304729.456592752,1716034927.5382288,304729.502903461,0.04631070897448808,FrameResult.NO_CHANGE,0.0
9,1716034927.7937155,304729.758388794,1716034927.8441453,304729.808820211,0.05043141695205122,FrameResult.NO_CHANGE,0.0
10,1716034928.120484,304730.085155711,1716034928.1297407,304730.094414544,0.009258833015337586,FrameResult.CV_ERROR,0.0
11,1716034928.3454733,304730.310145711,1716034928.3540769,304730.318750753,0.00860504200682044,FrameResult.CV_ERROR,0.0
12,1716034928.621608,304730.58628017,1716034928.6251988,304730.589873086,0.003592916007619351,FrameResult.CV_ERROR,0.0
13,1716034928.8517215,304730.81639567,1716034928.855461,304730.820135086,0.0037394160171970725,FrameResult.CV_ERROR,0.0
14,1716034929.065575,304731.030249087,1716034929.1223776,304731.087052462,0.056803374958690256,FrameResult.NO_CHANGE,0.0
15,1716034929.4197836,304731.384457878,1716034929.4235392,304731.388211295,0.0037534169969148934,FrameResult.CV_ERROR,0.0
16,1716034929.6299307,304731.594604462,1716034929.6786504,304731.643325253,0.04872079100459814,FrameResult.NO_CHANGE,0.0
17,1716034929.975759,304731.940432837,1716034930.022713,304731.987386587,0.046953750017564744,FrameResult.NO_CHANGE,0.0
18,1716034930.246732,304732.211405087,1716034930.253561,304732.218235045,0.006829958001617342,FrameResult.CV_ERROR,0.0
19,1716034930.5376687,304732.502342212,1716034930.5454555,304732.510129129,0.007786916976328939,FrameResult.CV_ERROR,0.0
20,1716034930.8178234,304732.782496921,1716034930.8224704,304732.787144712,0.004647790978197008,FrameResult.CV_ERROR,0.0
21,1716034931.0387836,304733.003456921,1716034931.413608,304733.378283213,0.3748262919834815,FrameResult.SUCCESS,0.0
22,1716034931.643641,304733.608314088,1716034932.020324,304733.984999046,0.37668495799880475,FrameResult.NO_CHANGE,0.0
23,1716034932.254062,304734.218735421,1716034932.6094384,304734.574113463,0.3553780419752002,FrameResult.NO_CHANGE,0.0
24,1716034932.9022973,304734.866970755,1716034933.2524915,304735.217166297,0.35019554203609005,FrameResult.NO_CHANGE,0.0
25,1716034933.5095596,304735.474233547,1716034933.5818732,304735.54654738,0.07231383299222216,FrameResult.JUNK_FRAME,0.0
26,1716034933.8466961,304735.811364672,1716034933.9154487,304735.880122964,0.06875829200726002,FrameResult.JUNK_FRAME,0.0
27,1716034934.1813974,304736.146070797,1716034934.563849,304736.528523714,0.38245291699422523,FrameResult.NO_CHANGE,0.0
28,1716034934.846862,304736.811533798,1716034934.8996809,304736.864355464,0.05282166600227356,FrameResult.JUNK_FRAME,0.0
29,1716034935.1882799,304737.152953298,1716034935.572337,304737.537011798,0.38405849999981,FrameResult.NO_CHANGE,0.0
30,1716034935.8714745,304737.836148006,1716034935.9413598,304737.906034256,0.06988624995574355,FrameResult.JUNK_FRAME,0.0
31,1716034936.1881416,304738.152815548,1716034936.2475152,304738.212189798,0.05937425000593066,FrameResult.JUNK_FRAME,0.0
32,1716034936.460447,304738.425121382,1716034936.51307,304738.477744382,0.052622999995946884,FrameResult.JUNK_FRAME,0.0
33,1716034936.8130352,304738.777709465,1716034936.8756862,304738.840360715,0.0626512499875389,FrameResult.JUNK_FRAME,0.0
34,1716034937.1621897,304739.126863757,1716034937.5111701,304739.478588548,0.3517247910494916,FrameResult.SUCCESS,0.0
35,1716034937.763752,304739.731169131,1716034938.1170516,304740.084470173,0.3533010419923812,FrameResult.NO_CHANGE,0.0
36,1716034938.325115,304740.292532173,1716034938.3603327,304740.327751048,0.03521887504030019,FrameResult.JUNK_FRAME,0.0
37,1716034938.5700033,304740.537420673,1716034938.9403214,304740.907740007,0.37031933397520334,FrameResult.NO_CHANGE,0.0
38,1716034939.1766536,304741.14406984,1716034939.2393765,304741.20679434,0.06272449996322393,FrameResult.JUNK_FRAME,0.0
39,1716034939.5408125,304741.508228966,1716034939.5928676,304741.560285841,0.05205687502166256,FrameResult.JUNK_FRAME,0.0
40,1716034939.8503876,304741.817804507,1716034939.8950148,304741.862431924,0.044627416995354,FrameResult.JUNK_FRAME,0.0
41,1716034940.1698163,304742.137232924,1716034940.5423026,304742.509720924,0.3724880000227131,FrameResult.NO_CHANGE,0.0
42,1716034940.8421397,304742.809556341,1716034940.8980372,304742.865454175,0.055897834012284875,FrameResult.JUNK_FRAME,0.0
43,1716034941.222341,304743.1897568,1716034941.2845476,304743.251965591,0.062208790972363204,FrameResult.JUNK_FRAME,0.0
44,1716034941.5331523,304743.500569341,1716034941.9018617,304743.869280092,0.36871075100498274,FrameResult.NO_CHANGE,0.0
45,1716034942.1412623,304744.108677842,1716034942.189758,304744.15717605,0.04849820799427107,FrameResult.JUNK_FRAME,0.0
