seq,received,received_monotonic,processed,processed_monotonic,processing_time,result,extra_delay
1,1715992872.3226876,262672.528764673,1715992872.4106047,262672.61668434,0.08791966701392084,FrameResult.SUCCESS,0.0
2,1715992872.6661043,262672.872182673,1715992872.6734123,262672.879491298,0.007308624975848943,FrameResult.CV_ERROR,0.0
3,1715992872.9184723,262673.124550882,1715992872.9778993,262673.183979299,0.05942841694923118,FrameResult.NO_CHANGE,0.0
4,1715992873.192391,262673.398468632,1715992873.200546,262673.40662334,0.008154707960784435,FrameResult.CV_ERROR,0.0
5,1715992873.5106986,262673.716776757,1715992873.5192637,262673.725340965,0.008564207993913442,FrameResult.CV_ERROR,0.0
6,1715992873.7514772,262673.957555341,1715992873.7614336,262673.967512716,0.009957375004887581,FrameResult.CV_ERROR,0.0
7,1715992874.1150997,262674.321177591,1715992874.186582,262674.392661882,0.07148429099470377,FrameResult.NO_CHANGE,0.0
8,1715992874.5021214,262674.708200049,1715992874.5108843,262674.716963174,0.008763124991673976,FrameResult.CV_ERROR,0.0
9,1715992874.7277722,262674.933850174,1715992874.801617,262675.007696758,0.07384658401133493,FrameResult.NO_CHANGE,0.0
10,1715992875.1002033,262675.306280675,1715992875.1740508,262675.380130258,0.07384958298644051,FrameResult.NO_CHANGE,0.0
11,1715992875.3993838,262675.605462008,1715992875.4076157,262675.613694841,0.008232833002693951,FrameResult.CV_ERROR,0.0
12,1715992875.6522179,262675.858296091,1715992875.6602166,262675.8662953,0.007999208988621831,FrameResult.CV_ERROR,0.0
13,1715992875.9164553,262676.122533508,1715992875.9246664,262676.130745008,0.008211500011384487,FrameResult.CV_ERROR,0.0
14,1715992876.1406305,262676.346708967,1715992876.2191088,262676.425188467,0.0784795000217855,FrameResult.NO_CHANGE,0.0
15,1715992876.483872,262676.689950175,1715992876.4919868,262676.6980653,0.00811512500513345,FrameResult.CV_ERROR,0.0
16,1715992876.7180874,262676.924165134,1715992876.7260327,262676.932111842,0.007946707948576659,FrameResult.CV_ERROR,0.0
17,1715992876.9574711,262677.163549467,1715992876.9723845,262677.178464259,0.014914792031049728,FrameResult.CV_ERROR,0.0
