step_number,step_start,step_start_monotonic,step_end,step_end_monotonic,first_frame_monotonic,last_frame_monotonic,last_frame_rtt,execution_time,step_duration,time_to_feedback,wait_time,frame_count
0,1710733772.2341185,181459.569077074,1710733772.2916617,181459.626620407,181459.569846032,181459.569846032,0.05677437499980442,0.0,0.05754333300865255,0.05754333300865255,0.0007689580088481307,1
1,1710733772.2916617,181459.626620407,1710733777.089566,181464.424524743,181459.629688241,181464.014541993,0.40998274998855777,4.378,4.797904335981002,0.41990433598100196,0.009921585995471105,134
2,1710733777.0895662,181464.424524743,1710733781.9307444,181469.265702954,181464.426777993,181468.83190287,0.4338000839925371,4.378,4.841178211005172,0.46317821100517165,0.029378127015661448,42
3,1710733781.9307444,181469.265702954,1710733786.768964,181474.103922539,181469.26691637,181473.661099581,0.44282295802258886,4.378,4.838219585013576,0.46021958501357574,0.017396626994013786,30
4,1710733786.7689638,181474.103922539,1710733791.5682015,181478.903160208,181474.106450206,181478.51144325,0.3917169579945039,4.378,4.799237668979913,0.4212376689799129,0.029520710988435894,32
5,1710733791.5682015,181478.903160208,1710733795.7313259,181483.066284544,181478.904530167,181482.654059543,0.4122250009968411,3.735,4.163124336017063,0.428124336017063,0.01589933503419161,45
6,1710733795.7313259,181483.066284544,1710733799.876404,181487.21136267,181483.068751544,181486.816692669,0.3946700009983033,3.735,4.1450781259918585,0.41007812599185867,0.015408125007525086,35
7,1710733799.876404,181487.21136267,1710733804.014182,181491.349140672,181487.212891003,181490.951295338,0.39784533402416855,3.735,4.137778002012055,0.4027780020120555,0.004932668001856655,48
8,1710733804.014182,181491.349140672,1710733808.1783373,181495.51329584,181491.35020363,181495.09552209,0.41777374999946915,3.735,4.164155167993158,0.4291551679931582,0.011381418007658795,41
9,1710733808.1783373,181495.51329584,1710733813.022355,181500.357313593,181495.515571257,181499.915993759,0.4413198340043891,4.049,4.844017752999207,0.7950177529992066,0.3536979189957492,43
10,1710733813.022355,181500.357313593,1710733817.5051305,181504.840089053,181500.359969176,181504.413858178,0.4262308749894146,4.049,4.482775459997356,0.43377545999735556,0.007544585008872673,53
11,1710733817.5051305,181504.840089053,1710733822.296322,181509.631280555,181504.84334572,181509.208251263,0.42302929202560335,4.049,4.791191502008587,0.7421915020085867,0.3191622099839151,30
12,1710733822.2963219,181509.631280555,1710733826.9205515,181514.255510182,181509.632390764,181513.818134806,0.4373753760010004,4.049,4.624229626992019,0.5752296269920185,0.1378542509919498,33
13,1710733826.9205515,181514.255510182,1710733831.4259515,181518.760910017,181514.257418098,181518.323236684,0.43767333301366307,4.049,4.505399835004937,0.4563998350049365,0.018726501992205158,48
14,1710733831.4259515,181518.760910017,1710733835.9216793,181523.256637811,181518.762240475,181522.811273061,0.44536474999040365,4.049,4.495727793982951,0.4467277939829506,0.001363043993478641,33
