seq,received,received_monotonic,processed,processed_monotonic,processing_time,result,extra_delay
1,1710730267.568521,177954.884928353,1710730267.6163435,177954.932750895,0.047822541993809864,FrameResult.SUCCESS,0.0
2,1710730267.6221404,177954.93854777,1710730267.6641467,177954.980554103,0.04200633300933987,FrameResult.NO_CHANGE,0.0
3,1710730267.6675344,177954.983941687,1710730267.7076342,177955.02404152,0.040099832986015826,FrameResult.NO_CHANGE,0.0
4,1710730267.7101667,177955.026574187,1710730267.752868,177955.069275437,0.042701250000391155,FrameResult.NO_CHANGE,0.0
5,1710730267.755512,177955.071919312,1710730267.798046,177955.11445377,0.04253445798531175,FrameResult.NO_CHANGE,0.0
6,1710730267.8006165,177955.117023812,1710730267.8405068,177955.156914228,0.0398904159956146,FrameResult.NO_CHANGE,0.0
7,1710730267.843158,177955.159565062,1710730267.8861284,177955.202535853,0.04297079099342227,FrameResult.NO_CHANGE,0.0
8,1710730267.8889997,177955.20540702,1710730267.8930902,177955.209497728,0.004090708011062816,FrameResult.CV_ERROR,0.0
9,1710730267.8951654,177955.21157302,1710730267.899383,177955.215790187,0.0042171670065727085,FrameResult.CV_ERROR,0.0
10,1710730267.9017155,177955.218122895,1710730267.941626,177955.258033687,0.03991079199477099,FrameResult.NO_CHANGE,0.0
11,1710730267.9439032,177955.260310812,1710730267.9481757,177955.264582812,0.004271999991033226,FrameResult.CV_ERROR,0.0
12,1710730267.9502692,177955.266676479,1710730267.9891348,177955.30554227,0.03886579102254473,FrameResult.NO_CHANGE,0.0
13,1710730267.9919486,177955.30835602,1710730268.0318701,177955.348277645,0.039921625022543594,FrameResult.NO_CHANGE,0.0
14,1710730268.0344272,177955.35083402,1710730268.0388203,177955.35522752,0.004393499984871596,FrameResult.CV_ERROR,0.0
15,1710730268.0409286,177955.357335645,1710730268.0452394,177955.361647104,0.004311458993470296,FrameResult.CV_ERROR,0.0
16,1710730268.0470707,177955.363478145,1710730268.0887985,177955.405205854,0.04172770900186151,FrameResult.NO_CHANGE,0.0
17,1710730268.0907211,177955.407128562,1710730268.1648343,177955.48124127,0.0741127080109436,FrameResult.NO_CHANGE,0.0
18,1710730268.1674855,177955.483892937,1710730268.2059228,177955.52233002,0.038437083014287055,FrameResult.NO_CHANGE,0.0
19,1710730268.2089887,177955.525395979,1710730268.2492578,177955.565665187,0.0402692079951521,FrameResult.NO_CHANGE,0.0
20,1710730268.2513587,177955.567766062,1710730268.2915745,177955.607981979,0.04021591698983684,FrameResult.NO_CHANGE,0.0
