step_number,step_start,step_start_monotonic,step_end,step_end_monotonic,first_frame_monotonic,last_frame_monotonic,last_frame_rtt,execution_time,step_duration,time_to_feedback,wait_time,frame_count
0,1714920957.588601,31719.683110732,1714920959.116054,31721.210563566,31719.684306149,31719.684306149,1.526257417001034,0.0,1.5274528340014513,1.5274528340014513,0.0011954170004173648,1
1,1714920959.116054,31721.210563566,1714920965.024512,31727.119021653,31721.21227365,31726.496751819,0.622269834002509,5.230947072835447,5.9084580870003265,0.6775110141648799,0.055241180161829107,20
2,1714920965.024512,31727.119021653,1714920971.0378447,31733.132354197,31727.120401819,31732.477398364,0.654955833000713,5.230947072835447,6.01333254400015,0.7823854711647034,0.12742963816344854,11
3,1714920971.0378447,31733.132354197,1714920976.941872,31739.036381408,31733.133459739,31738.431223325,0.6051580830026069,5.230947072835447,5.9040272109996295,0.6730801381641829,0.06792205516103422,13
4,1714920976.941872,31739.036381408,1714920983.1018522,31745.196361786,31739.037493825,31744.586700494,0.6096612919973268,5.230947072835447,6.159980377997272,0.9290333051618251,0.3193720131639566,15
5,1714920983.1018522,31745.196361786,1714920989.0397608,31751.134270372,31745.197497536,31750.535846372,0.5984239999997953,5.230947072835447,5.937908586001868,0.7069615131664211,0.10853751316608395,12
6,1714920989.0397608,31751.134270372,1714920995.2265587,31757.321068208,31751.135420747,31756.667231,0.6538372079994588,5.230947072835447,6.186797835998732,0.9558507631632853,0.30201355516328476,13
7,1714920995.2265587,31757.321068208,1714921001.105929,31763.200438336,31757.322587375,31762.580052461,0.6203858750013751,5.230947072835447,5.879370128001028,0.6484230551655816,0.028037180163664743,15
8,1714921001.1059287,31763.200438336,1714921007.0175302,31769.112039964,31763.201902128,31768.514690839,0.5973491249969811,5.230947072835447,5.911601627998607,0.6806545551631604,0.08330543016563752,13
9,1714921007.0175304,31769.112039964,1714921013.0415967,31775.136106175,31769.113042922,31774.540447217,0.5956589579982392,5.230947072835447,6.0240662110009,0.7931191381654532,0.19746018016667222,13
10,1714921013.0415967,31775.136106175,1714921019.1047835,31781.199293052,31775.137176759,31780.569909635,0.6293834169991896,5.230947072835447,6.06318687699968,0.8322398041642334,0.20285638716450194,13
11,1714921019.1047835,31781.199293052,1714921025.0083053,31787.102814888,31781.200430802,31786.504578638,0.5982362499998999,5.230947072835447,5.9035218360004365,0.6725747631649899,0.0743385131645482,15
12,1714921025.0083053,31787.102814888,1714921031.0077567,31793.102266224,31787.103856972,31792.492129891,0.6101363329980813,5.230947072835447,5.999451335999765,0.7685042631643189,0.15836793016569573,13
13,1714921031.0077567,31793.102266224,1714921037.1124647,31799.206974186,31793.103339516,31798.639456102,0.567518084000767,5.230947072835447,6.104707962000248,0.8737608891648012,0.30624280516349245,13
14,1714921037.1124647,31799.206974186,1714921043.1272614,31805.221770814,31799.207968894,31804.56885573,0.6529150839996873,5.230947072835447,6.014796628001932,0.7838495551664852,0.13093447116625612,18
15,1714921043.1272612,31805.221770814,1714921049.093011,31811.187520649,31805.222932105,31810.613075358,0.574445291000302,5.230947072835447,5.96574983499886,0.7348027621634134,0.1603574711625697,12
16,1714921049.0930111,31811.187520649,1714921055.2036552,31817.298164694,31811.188527358,31816.671760652,0.6264040419991943,5.230947072835447,6.11064404499848,0.8796969721630337,0.25329293016329757,10
17,1714921055.203655,31817.298164694,1714921061.0717697,31823.166279447,31817.299303027,31822.544100197,0.6221792500000447,5.230947072835447,5.868114753000555,0.637167680165108,0.01498843016452156,12
18,1714921061.0717697,31823.166279447,1714921067.178713,31829.2732227,31823.167296155,31828.621573491,0.6516492090013344,5.230947072835447,6.1069432530021,0.8759961801666538,0.22434697116477764,13
19,1714921067.178713,31829.2732227,1714921073.2127106,31835.307220161,31829.274316158,31834.660368202,0.6468519590016513,5.230947072835447,6.033997460999672,0.803050388164225,0.15619842916203197,13
20,1714921073.2127106,31835.307220161,1714921079.2637682,31841.358277747,31835.308365703,31840.743884955,0.614392791998398,5.230947072835447,6.051057585998933,0.8201105131634865,0.20571772116454667,13
21,1714921079.2637682,31841.358277747,1714921085.2679663,31847.36247575,31841.359390539,31846.751490166,0.6109855840004457,5.230947072835447,6.004198003000056,0.7732509301646093,0.16226534616362187,15
22,1714921085.267966,31847.36247575,1714921091.1154118,31853.209921544,31847.363662416,31852.611787377,0.5981341669976246,5.230947072835447,5.8474457939992135,0.6164987211637669,0.018364554165600566,15
23,1714921091.115412,31853.209921544,1714921097.2932472,31859.38775688,31853.210931544,31858.754880089,0.6328767910017632,5.230947072835447,6.1778353360023175,0.9468882631668709,0.31401147216456593,13
24,1714921097.2932472,31859.38775688,1714921103.359221,31865.45373055,31859.388824964,31864.658434841,0.7952957090019481,5.230947072835447,6.0659736699999485,0.8350265971645019,0.03973088816201198,11
25,1714921103.359221,31865.45373055,1714921109.5885775,31871.683086969,31865.454612258,31871.057154719,0.6259322499972768,5.230947072835447,6.229356418996758,0.9984093461613117,0.3724770961634931,14
26,1714921109.5885773,31871.683086969,1714921115.493256,31877.587765764,31871.684145969,31877.014779597,0.5729861670006358,5.230947072835447,5.904678795002837,0.6737317221673909,0.10074555516621331,13
